"kinase","cond_1_1","cond_2_1","cond_3_1","cond_4_1","cond_5_1","cond_6_1","cond_7_1","cond_8_1","cond_32_12","cond_33_12","cond_37_15","cond_38_16","cond_39_16","cond_40_16","cond_41_17","cond_42_17","cond_43_17","cond_62_19","cond_63_19","cond_64_19","cond_62_20","cond_63_20","cond_64_20","cond_80_21","cond_81_21","cond_82_21","cond_80_22","cond_84_22","cond_85_22","cond_24_24","cond_89_24","cond_90_25","cond_91_25","cond_92_25","cond_93_25","cond_94_25","cond_95_25","cond_96_25","cond_238_26","cond_100_27","cond_101_27","cond_98_27","cond_99_27","cond_106_29","cond_107_29","cond_108_29","cond_109_29","cond_121_35","cond_122_36","cond_123_37","cond_124_37","cond_125_37","cond_129_39","cond_34_39","cond_35_39","cond_130_40","cond_133_43","cond_134_44","cond_135_44","cond_136_44","cond_44_45","cond_45_45","cond_46_45","cond_47_45","cond_48_45","cond_49_45","cond_50_45","cond_51_45","cond_52_45","cond_53_45","cond_54_45","cond_55_45","cond_56_45","cond_57_45","cond_58_45","cond_59_45","cond_60_45","cond_61_45","cond_22_46","cond_23_46","cond_24_46","cond_26_46","cond_27_46","cond_28_46","cond_29_46","cond_137_47","cond_138_47","cond_139_47","cond_140_47","cond_141_47","cond_142_48","cond_143_48","cond_142_51","cond_143_51","cond_144_52","cond_144_53","cond_144_54","cond_149_56","cond_151_56","cond_155_58","cond_156_58","cond_157_58","cond_158_59","cond_159_59","cond_160_59","cond_161_60","cond_161_61","cond_183_62","cond_184_62","cond_191_64","cond_192_64","cond_193_64","cond_191_65","cond_192_65","cond_193_65","cond_191_66","cond_192_66","cond_193_66","cond_194_67","cond_195_67","cond_196_67","cond_197_67","cond_198_67","cond_199_67","cond_194_68","cond_195_68","cond_196_68","cond_197_68","cond_198_68","cond_199_68","cond_216_72","cond_217_72","cond_218_72","cond_219_72","cond_220_72","cond_221_72","cond_222_72","cond_223_72","cond_224_72","cond_225_72","cond_226_72","cond_227_72","cond_228_73","cond_229_73","cond_230_73","cond_231_73","cond_232_74","cond_233_75","cond_234_75","cond_235_75"
"CLK2",NA,NA,NA,NA,NA,NA,NA,NA,1.07058107428571,1.17392519729917,NA,NA,NA,NA,NA,NA,NA,1.06048074738138,0.835647144215563,-1.08092190762393,0.798602875679548,1.61978875828839,-0.364516253185088,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.66354026615147,0.677780705266081,0.46344155742847,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.698970004336019,-0.653647025549361,0.614393726401688,0.332547047110046,0.31069114087638,NA,NA,NA,NA,NA,NA,NA,NA,-0.343901797987168,0.962573502059376,-0.931814138253838,0.576754126063192,NA,NA,NA,-0.407823242604133,-0.503070351926785,-0.665546248849069,-0.429457060118102,-1.05551732784983,-1.21467016498923,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.2518119729938,-0.287350298372789,0.480172006224281,0.413412695328245,0.673664139071249,-0.995678626217357,-0.735182176990464,-0.30803489723264,0.521433504406157,0.404503778174426,-0.954677021213343,-1.58502665202918,NA,NA,NA,NA,NA,NA,NA,NA
"CSK",NA,NA,NA,NA,NA,NA,NA,NA,0.419075024324381,0.54821356447571,NA,NA,NA,NA,NA,NA,NA,0.51427857351842,-1.09691001300806,1.10790539730952,0.677780705266081,1.30102999566398,-0.540607512240769,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.761953896871205,NA,-1.08618614761628,-1.01322826573376,-0.954677021213343,NA,NA,NA,NA,NA,NA,NA,0.399027104313252,-0.496209316942819,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.863279432843593,-0.764471553092451,0.823908740944319,NA,0.464705879957229,1.29242982390206,0.453457336521869,NA,NA,NA,NA,NA,0.826813731587726,-0.380906669373257,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.48148606012211,1.36653154442041,1.08092190762393,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.30189945437661,-0.527243550682788,-0.31695296176115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.863279432843593,-0.354577730650908,0.378823718224965,0.835647144215563,NA,NA,NA,NA
"CSNK1A1",0.341988603342888,0.886056647693163,1.60205999132796,1.4089353929735,0.818156412055227,0.374687549038326,1.55284196865778,0.313363730737707,-0.557520230935551,-1.31875876262441,NA,-0.368556230986828,0.280668713016273,0.22548303427145,0.322393047279507,0.326979092871104,-0.616184634019569,-0.0830199526796178,-0.327902142064283,0.23284413391782,-1.67778070526608,-0.59176003468815,1.48148606012211,0.85078088734462,-0.638272163982407,-0.856985199745905,-1.22184874961636,-1.18045606445813,-0.818156412055227,-0.30803489723264,-0.826813731587726,0.581698708680255,-2.15490195998574,0.31069114087638,0.701146923590293,-0.744727494896694,-0.285670240254767,1.24412514432751,-0.560667306169737,-0.91721462968355,0.943095148663527,-0.718966632752272,1.69897000433602,1.04095860767891,0.943095148663527,-3,0.815308569182401,NA,NA,NA,NA,NA,0.698970004336019,0.095284454721319,0.171984935776023,1.65757731917779,0.422508200162775,0.756961951313706,1.56863623584101,0.399027104313252,-0.844663962534938,1.56863623584101,0.892790030352132,0.610833915635468,0.991399828238082,1.00436480540245,-0.492144128304169,0.511449283499556,-0.168770306132937,0.327902142064283,0.721246399047171,0.42021640338319,NA,NA,NA,NA,NA,NA,1.1249387366083,-0.122053048370812,-0.85078088734462,-0.696803942579511,-0.853871964321762,-2.09691001300806,0.671620396561262,NA,NA,NA,NA,NA,0.1438755557577,0.164943898279884,-0.229147988357856,-0.213958789757446,-1.16115090926274,-2,-2.09691001300806,NA,-0.388276691992658,NA,NA,NA,-0.366531544420413,-0.448550002027125,-0.698970004336019,0.215382707367125,1.44369749923271,NA,NA,0.298432014944073,0.0570004066339595,0.122053048370812,0.958607314841775,1.56863623584101,1.4089353929735,0.603800652904264,-0.505845405981557,0.471083299722345,2.30102999566398,1.85387196432176,1.13076828026902,1.49485002168009,0.518557371497695,0.801342913045577,0.202732459169284,0.168130225719498,0.359518563029578,0.248720896016658,0.384049948343599,0.229884705212898,0.467245621007502,0.690369832574101,-0.903089986991944,1.18045606445813,0.85078088734462,1.22184874961636,0.397940008672038,1.08092190762393,0.452225294612177,-0.469800301796918,0.595166283380062,0.406713932979543,NA,NA,NA,NA,-1.53760200210104,-0.333482019445119,0.189767482004916,-0.503070351926785
"CSNK1D",-0.486782399932061,-0.943095148663527,-0.135488918941608,0.13608262304214,3,-0.371611069949688,-1.19382002601611,-1.69897000433602,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.14266750356873,-0.856985199745905,1.04575749056068,-1.20760831050175,0.829738284605043,1.43179827593301,NA,NA,NA,NA,NA,NA,1.18708664335714,-0.530177984021837,-0.653647025549361,NA,0.838631997765025,NA,0.425968732272281,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.300162274132754,0.404503778174426,-1.58502665202918,0.482804102050026,-0.181774106386044,-0.262012673666569,0.621602099051862,-0.22112552799726,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.493494967595128,-0.482804102050026,0.430626090384954,NA,0.876148359032914,1.13667713987954,-0.638272163982407,NA,NA,NA,NA,NA,-1.22184874961636,1.63827216398241,0.962573502059376,0.749579997691106,0.318758762624413,0.401209493236885,NA,NA,-0.596879478824182,NA,NA,NA,NA,NA,NA,NA,0.33161408331,-0.465973893943865,0.756961951313706,0.659555885159882,1.88605664769316,1.92081875395238,0.473660722610156,0.157390760389438,0.123205023799299,0.1073489661227,0.294136287716081,0.471083299722345,0.609064892896621,1.48148606012211,0.718966632752272,0.645891560852599,0.234331445240986,0.91721462968355,0.798602875679548,0.531652669587843,0.777283528852417,0.11747546204512,0.1791420105603,0.769551078621726,-0.279014255846261,-0.111820506081675,0.962573502059376,-1.20760831050175,-0.735182176990464,-0.866461091629782,-0.330683119433888,1.63827216398241,0.856985199745905,-0.552841968657781,0.319664486585437,-1.29242982390206,NA,NA,NA,NA,-2,NA,NA,NA
"CSNK2A1",1.92081875395238,1.15490195998574,0.0609802235513335,0.0861861476162833,0.0177287669604316,0.122053048370812,0.00612308505878879,0.118615343229427,0.0118871597316481,0,-0.101823516502323,-0.0400051616715838,-0.00744648216786438,-0.0639892042847904,-0.0132282657337552,-0.0996328713435297,0.0877779434675845,0,-3,0.00130484168834428,0.266802734893431,0.186419011431808,0.0159229660971692,-0.210419287835575,0,0.1438755557577,-0.0222763947111523,3,0.279014255846261,0.0181813928293364,1.13076828026902,-0.274088367704952,-0.299296282854981,0.135488918941608,0.283996656365201,-0.00788851221305034,0.0867160982395816,0.0199966284162537,-0.000869458712628891,0.0083309926200515,0.0409586076789064,0,0,-0.0589857562944303,-0.24033215531037,-0.0209070993616736,-0.244125144327509,0.142064735280571,0.0915149811213502,0.301029995663981,0.684029654543082,0.935542010773082,0.22112552799726,-0.0376306643299789,-0.367542707815276,0.0979971086492705,0.54515513999149,0.0310503190186573,0.30803489723264,0.0241088635982073,0.882728704344236,0.173925197299174,0.0282604091122217,0.0315170514460649,0.30803489723264,0.0172766123314547,-0.0048037084028206,0.00700490156865849,3,0.0520763801682736,0.486782399932061,-1.30980391997149,-0.133122185662501,-0.169411331314856,0.0195421077238999,0.00392634551472468,-0.0629838925351858,0.0352690789463706,-0.208309350979882,-0.0145735259169983,0.0347982989740879,-0.488116639021126,0.0530567293021746,0.104025267640935,0.609064892896621,1.35654732351381,-1.76955107862173,0.954677021213343,1.50863830616573,1.67778070526608,0,-0.0101054362812269,0,-0.0347982989740879,-0.785156151952302,-0.71669877129645,-0.402304814074488,0.17979854051436,1.06550154875643,-0.519993057042849,-0.694648630553376,0.158015195409886,-0.30803489723264,-0.492144128304169,-1.44369749923271,0.730487055782084,0.416801226031377,0.0329202658555029,0.114638779968488,0.0545314148681803,-0.0245681914907371,0.0213630516155257,0.1438755557577,0.00612308505878879,0.567030709125594,-0.235077015350112,-0.739928612014925,-0.790484985457369,3,3,3,3,3,3,3,3,3,3,3,3,-0.0195421077238999,-0.292429823902064,0.0168249279621871,-0.0731432910503077,-0.109020403010311,-0.0846001647877302,-0.00305075150461883,-0.404503778174426,-0.0347982989740879,-0.823908740944319,-0.472370099128661,-0.508638306165727,0.19586056766465,0.0423927129399047,-0.0990869322623309,-0.497572880015567,0.00305075150461883,-0.00392634551472468,-0.045275209020937,-3
"CSNK2A2",0.866461091629782,0.647817481888638,0.785156151952302,0.735182176990464,-0.684029654543082,0.97469413473523,-1.06550154875643,0.677780705266081,0.552841968657781,0.787812395596042,1.06550154875643,1.07572071393812,1.10790539730952,0.146910470148134,-0.703334809738469,-0.627087997029893,0.829738284605043,2.22184874961636,1.03621217265444,-0.94692155651658,1.0268721464003,-1.10790539730952,-0.287350298372789,0.66354026615147,0.449771646944906,-0.394694953858891,0.866461091629782,-0.55129368009492,-0.500312917381596,0.58838029403677,0.338187314462739,-0.517126416391246,-0.366531544420413,-0.568636235841013,-1.11918640771921,-0.308918507877032,-0.436518914605589,-0.416801226031377,-0.278189384787453,0.723538195826756,0.42021640338319,0.196542884351586,0.621602099051862,1.10790539730952,3,NA,NA,NA,NA,0.686132779630847,0.730487055782084,NA,0.371611069949688,-0.896196279044043,-0.54515513999149,1.08618614761628,0.267606240177031,0.54515513999149,0.387216143280265,0.690369832574101,0.521433504406157,-0.85078088734462,-0.790484985457369,0.334419008982047,NA,NA,NA,NA,NA,NA,NA,NA,-0.87942606879415,-0.500312917381596,-0.501689446210399,-0.987162775294828,NA,NA,-1.48148606012211,-0.747146969020107,0.649751981665837,-1.10790539730952,-0.528708288941061,0.436518914605589,0.429457060118102,NA,NA,NA,NA,NA,-1.56863623584101,-0.718966632752272,-0.468521082957745,-1.39794000867204,-0.215382707367125,-0.500312917381596,-0.991399828238082,2.39794000867204,-0.835647144215563,-1.34678748622466,-0.910094888560602,-1.43179827593301,NA,NA,NA,-0.563837352959244,-0.906578314837765,NA,NA,0.173925197299174,-0.120330794367946,-0.692503962086787,-1.32790214206428,-0.721246399047171,-0.170053304058364,0.366531544420413,-0.815308569182401,-0.701146923590293,0.806875401645538,0.886056647693163,0.896196279044043,0.730487055782084,1.01322826573376,0.910094888560602,1.45593195564972,1.23657200643706,0.866461091629782,0.806875401645538,3,1.0268721464003,0.692503962086787,-0.617982957425132,1.30980391997149,0.202732459169284,1.45593195564972,1.30102999566398,1.24412514432751,1.92081875395238,0.316052869248488,1.01322826573376,0.408935392973501,1.17392519729917,0.281498311132726,0.619788758288394,-1.00436480540245,-0.42021640338319,-0.844663962534938,-0.454692883534176,-0.935542010773082,-0.413412695328245
"CSNK2B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.94692155651658,-0.671620396561262,-0.568636235841013,0.593459819566045,NA,NA,NA,NA,NA,NA,0.625251653989896,1.02227639471115,-1.30102999566398,NA,NA,NA,NA,NA,NA,NA,NA,-0.515700160653214,-0.347753658996677,-0.603800652904264,-1.09691001300806,-0.31069114087638,-0.434152181326482,-0.449771646944906,NA,0.385102783966865,0.472370099128661,0.533132379645891,0.393618634889395,NA,NA,NA,NA,NA,NA,0.306273051076353,0.653647025549361,NA,NA,NA,NA,NA,0.97061622231479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.69897000433602,-0.518557371497695,-0.686132779630847,NA,NA,2.09691001300806,-0.863279432843593,NA,NA,NA,NA,NA,NA,1.85387196432176,1.60205999132796,NA,NA,1.44369749923271,-0.533132379645891,0.718966632752272,NA,NA,NA,0.954677021213343,-0.98296666070122,-0.866461091629782,2,2,1.95860731484178,1.85387196432176,2.09691001300806,2.15490195998574,1.05551732784983,1.33724216831843,1.14266750356873,1.30980391997149,1.76955107862173,1.65757731917779,-1.02227639471115,-0.829738284605043,-0.97061622231479,-0.421360790031928,-0.304518323509803,-0.97469413473523,1.22914798835786,0.372634143407267,0.560667306169737,-0.655607726314889,0.399027104313252,-0.659555885159882,-0.372634143407267,0.701146923590293,0.991399828238082,0.442492798094342,NA,0.876148359032914,-0.612610173661271,-0.863279432843593
"DAPK1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.3767507096021,-0.605548319173784,0.823908740944319,0.478861916295964,0.480172006224281,-0.517126416391246,NA,0.498940737782248,0.602059991327962,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.469800301796918,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.04575749056068,0.647817481888638,0.349692476868063,-0.546681659952962,-0.382999658879101,-0.630784142589857,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.02227639471115,0.752026733638193,0.598599459218456,NA,NA,NA,NA,NA,NA,NA,NA,-0.511449283499556,-2.09691001300806,NA,NA,-0.866461091629782,0.66354026615147,0.876148359032914,0.600326278518962,0.882728704344236,1.39794000867204,0.31695296176115,0.596879478824182,0.920818753952375,1.25963731050576,0.962573502059376,0.276544327964814,0.684029654543082,0.298432014944073,0.365522729839268,0.732828271596986,0.602059991327962,0.517126416391246,0.459670525209126,0.607303046740334,0.492144128304169,NA,NA,NA,NA,NA,NA,NA,1.56863623584101,NA,NA,NA,NA,NA,NA,NA,NA,0.575118363368933,NA,NA,-0.511449283499556
"DAPK3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.35359627377693,0.131355561605174,0.454692883534176,0.801342913045577,0.596879478824182,0.507239610973163,-1.24412514432751,0.826813731587726,1.55284196865778,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.436518914605589,0.450996737974212,0.638272163982407,0.798602875679548,NA,NA,NA,NA,NA,NA,0.991399828238082,0.661543506395395,NA,-0.270025714300444,-0.263603497723358,-0.705533773838407,0.671620396561262,-0.297569463554475,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.924453038607469,0.335358024443874,0.406713932979543,NA,NA,NA,NA,NA,NA,NA,NA,1.27572413039921,-1.00877392430751,NA,NA,NA,NA,NA,-0.739928612014925,-0.295849483160201,-0.567030709125594,-0.449771646944906,-1.01772876696043,-0.500312917381596,1.60205999132796,1.21467016498923,0.394694953858891,0.85078088734462,0.410050398674292,0.75448733218585,0.580044251510242,0.767003889607846,0.774690718274137,0.39577394691553,0.823908740944319,0.254144804826271,-0.404503778174426,-0.576754126063192,0.519993057042849,1.29242982390206,-1.19382002601611,0.522878745280338,-0.346787486224656,-0.630784142589857,0.815308569182401,0.350665141287858,0.320572103387881,0.416801226031377,NA,NA,NA,NA,-1.30102999566398,0.899629454882437,0.609064892896621,0.659555885159882
"DYRK1A",NA,NA,NA,NA,NA,NA,NA,NA,0.709965388637482,0.366531544420413,0.987162775294828,0.469800301796918,0.31069114087638,1.72124639904717,NA,NA,NA,0.486782399932061,-0.958607314841775,1.02227639471115,-1.06550154875643,0.152427340857888,-0.571865205971211,NA,NA,NA,NA,NA,NA,-0.47755576649368,-1.06550154875643,-0.488116639021126,-1.48148606012211,-0.178486471595227,-1.10237290870956,-0.294992040666664,-0.219682687859849,-1.11350927482752,NA,NA,NA,NA,NA,0.690369832574101,0.386158178123931,0.342944147142896,0.47755576649368,NA,-1.15490195998574,NA,-2.69897000433602,0.651695136951839,0.215382707367125,0.826813731587726,0.958607314841775,0.494850021680094,-0.209714835966758,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.767003889607846,-0.47755576649368,-0.73754891026957,0.494850021680094,-0.500312917381596,0.677780705266081,0.444905551421681,-0.578396073130169,1.88605664769316,-0.625251653989896,-0.314258261397736,-0.694648630553376,1.07058107428571,-0.603800652904264,-2.30102999566398,-0.804100347590766,-1.0268721464003,-1.29242982390206,-1.69897000433602,NA,0.756961951313706,NA,NA,NA,NA,NA,NA,0.896196279044043,-1.49485002168009,NA,NA,-0.116338564846382,-0.87942606879415,-0.889410289700751,2.09691001300806,-0.815308569182401,-0.815308569182401,-0.151810883008601,-0.853871964321762,-1.30980391997149,0.42021640338319,0.159893905543242,0.114073660198569,0.248720896016658,-0.177178354696895,-0.274088367704952,0.332547047110046,0.467245621007502,0.552841968657781,0.416801226031377,0.422508200162775,0.267606240177031,-0.742321425130815,-0.899629454882437,-1.38721614328026,1.04095860767891,-0.823908740944319,1.04095860767891,1.4089353929735,1.21467016498923,0.560667306169737,-0.943095148663527,0.777283528852417,1.2518119729938,NA,NA,NA,NA,0.84163750790475,-0.707743928643524,-0.431798275933005,-1.07058107428571
"DYRK1B",NA,NA,NA,NA,NA,NA,NA,NA,0.712198270069774,0.350665141287858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.510041520575165,0.559090917934782,0.801342913045577,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.360513510731414,-0.507239610973163,-0.714442690992226,0.533132379645891,-0.696803942579511,0.649751981665837,0.405607449624573,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.714442690992226,-1.69897000433602,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.826813731587726,-0.373659632624958,-0.377785977033705,-1.63827216398241,-0.446116973356126,-0.482804102050026,1.16115090926274,-1.04095860767891,-0.471083299722345,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DYRK2",-1.72124639904717,-0.804100347590766,-1.55284196865778,-0.406713932979543,-1.11350927482752,-0.97469413473523,-0.490797477668897,-0.723538195826756,-0.453457336521869,-0.333482019445119,0.939302159646388,-0.379863945026242,-0.669586226650809,0.903089986991944,-0.473660722610156,0.423658649794207,0.392544976785331,-0.636388020107856,0.931814138253838,0.30189945437661,1.53760200210104,0.603800652904264,1.07058107428571,-1.05551732784983,-1.06550154875643,1.56863623584101,-0.27083521030723,-0.543633966870957,0.540607512240769,-0.295849483160201,-0.554395796726402,-0.665546248849069,-0.501689446210399,-0.517126416391246,-0.51427857351842,0.677780705266081,-0.469800301796918,0.450996737974212,-0.474955192963155,1.58502665202918,-0.669586226650809,-0.607303046740334,-0.503070351926785,NA,NA,NA,NA,0.835647144215563,-0.928117992693875,-2.09691001300806,0.207608310501746,1.07572071393812,-0.72584215073632,0.249491605148654,0.546681659952962,-0.79317412396815,0.11690664142431,-0.504455662453552,-0.364516253185088,-0.488116639021126,0.429457060118102,1.08618614761628,-0.677780705266081,-1.67778070526608,0.87942606879415,0.446116973356126,0.348721986001856,0.448550002027125,-0.31069114087638,-1.00436480540245,0.31695296176115,-0.555955204081924,-0.84163750790475,-0.397940008672038,-0.673664139071249,-0.84163750790475,0.97061622231479,-0.712198270069774,-1.25963731050576,-0.779891911959945,1.79588001734408,-0.924453038607469,0.51427857351842,0.23284413391782,0.728158393463501,NA,NA,NA,NA,NA,0.51427857351842,-0.242603971206976,-0.625251653989896,-0.266802734893431,-0.962573502059376,-0.876148359032914,-0.510041520575165,-0.709965388637482,1.11918640771921,2.22184874961636,0.747146969020107,-0.419075024324381,-1.27572413039921,-0.302770657240282,-0.294136287716081,-0.396855627379818,-1.00877392430751,0.774690718274137,1.17392519729917,0.473660722610156,0.573488738635425,0.321481620959886,0.0726296369609765,0.0985416786038876,0.18575240426808,-0.159266765388193,-0.436518914605589,-0.367542707815276,0.435333935747911,0.233587152887601,0.287350298372789,0.17134010346468,0.347753658996677,0.679853713888946,0.616184634019569,0.334419008982047,0.673664139071249,0.838631997765025,0.489454989793388,-0.785156151952302,0.490797477668897,-0.735182176990464,0.24184537803261,1.69897000433602,0.290730039024169,0.593459819566045,-0.630784142589857,-0.494850021680094,-0.244125144327509,0.480172006224281,-0.962573502059376,-0.567030709125594,-1.1249387366083,-0.714442690992226,0.343901797987168,0.863279432843593,-1.2518119729938,0.954677021213343,0.244125144327509,2.30102999566398
"EEF2K",0.187755303199631,0.459670525209126,-0.931814138253838,-0.199970640755866,0.164309428507574,0.600326278518962,1.06048074738138,3,-0.424812155072339,1.30980391997149,1.11350927482752,NA,NA,NA,NA,NA,NA,2.09691001300806,0.219682687859849,-1.69897000433602,0.910094888560602,0.471083299722345,-0.790484985457369,-0.562249437179612,1.16749108729376,1.24412514432751,-0.568636235841013,1.02227639471115,1.79588001734408,-0.380906669373257,-0.286509456906058,NA,NA,NA,NA,NA,NA,NA,-1.11918640771921,-0.332547047110046,0.567030709125594,-0.380906669373257,-0.486782399932061,NA,NA,0.707743928643524,0.521433504406157,-0.421360790031928,NA,NA,NA,NA,NA,NA,NA,0.728158393463501,-0.350665141287858,0.801342913045577,0.549750891680639,0.844663962534938,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.258848401148215,1.11350927482752,0.164943898279884,-1.63827216398241,-1.82390874094432,-0.809668301829709,-0.27083521030723,NA,NA,NA,NA,NA,0.386158178123931,-0.667561540084395,-0.543633966870957,-0.931814138253838,-1.88605664769316,0.600326278518962,0.337242168318426,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.645891560852599,-0.559090917934782,-0.40340290437354,-0.718966632752272,-0.165579296318467,-0.295849483160201,-0.235077015350112,-0.348721986001856,-0.71669877129645,-0.447331783887807,-0.801342913045577,-0.829738284605043,0.692503962086787,0.617982957425132,0.59176003468815,0.774690718274137,0.507239610973163,0.384049948343599,1.08618614761628,1.08092190762393,1.32790214206428,1.35654732351381,1.19382002601611,0.931814138253838,1.53760200210104,0.838631997765025,-0.718966632752272,-0.536107011014093,-0.701146923590293,1.49485002168009,-0.300162274132754,-0.522878745280338,-0.55129368009492,-0.54515513999149,-0.578396073130169,-0.614393726401688,NA,NA,NA,NA,-0.237321436272564,NA,NA,NA
"EGFR",NA,-1.00877392430751,NA,1.11350927482752,0.931814138253838,-0.408935392973501,-0.458420756053419,1.44369749923271,-1.35654732351381,-1.74472749489669,NA,NA,NA,NA,0.97061622231479,-1.06550154875643,0.575118363368933,1.00877392430751,1.53760200210104,0.508638306165727,-1.16749108729376,-1.32790214206428,1.63827216398241,3,NA,NA,NA,NA,NA,-0.72584215073632,NA,0.243363891754152,-1.55284196865778,1.20065945054642,0.756961951313706,-0.294992040666664,-1.74472749489669,-0.730487055782084,NA,NA,NA,NA,NA,NA,NA,0.790484985457369,-0.777283528852417,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.424812155072339,-0.709965388637482,NA,NA,NA,NA,NA,NA,-0.335358024443874,1.03151705144606,-0.357535479757879,NA,0.501689446210399,0.333482019445119,0.962573502059376,1.88605664769316,-0.211124884224583,-1.34678748622466,-2.52287874528034,-1.34678748622466,0.578396073130169,0.621602099051862,-0.756961951313706,0.97469413473523,-0.344861565188618,0.329754146925876,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.567030709125594,NA,NA,NA,-0.328827157284917,-0.832682665251824,-0.774690718274137,3,2.69897000433602,0.124360062995832,1.14874165128092,1.07058107428571,0.705533773838407,-0.562249437179612,-0.381951903287907,-0.510041520575165,-0.429457060118102,-1.16749108729376,-0.832682665251824,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.412289034981089,NA,-2.22184874961636,NA,-1.72124639904717,NA,NA,NA,NA,NA,NA,NA,-0.434152181326482
